"#","Event code","Title","ELIXIR Node","Start date","End date","Duration","Event type","Funding","Organising Institution/s","Location (city, country)","EXCELERATE subtask","Target audience","Additional ELIXIR Platforms involved","ELIXIR Communities involved","Number of participants","Number of trainers/ facilitators","Url to event page/ agenda","Main organiser"
"494","6874","Network Analysis of Higher Dimensional Biological Data","ELIXIR-UK","06.09.2019","06.09.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Edinburgh/Edinburgh Genomics","United Kingdom","","Academia/ Research Institution, Industry, Healthcare","NA","NA","14","1","http://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"495","6844","An Introduction to Solving Biological Problems with Python","ELIXIR-UK","05.09.2019","06.09.2019","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","43","2","https://training.cam.ac.uk/bioinformatics/event/3070466","ELIXIR-UK"
"496","6789","2nd de.NBI Cloud User Meeting ","ELIXIR-DE","03.09.2019","05.09.2019","3.00 Days","Hackathon","Non-ELIXIR/ Non-EXCELERATE funds","de.NBI","Germany","","Academia/ Research Institution","NA","NA","49","13","https://www.denbi.de/training-archive-sorted-according-by-date/622-2nd-de-nbi-cloud-user-meeting","ELIXIR-DE"
"497","7005","Analysis of bulk RNA","ELIXIR-UK","02.09.2019","04.09.2019","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","45","4","https://training.cam.ac.uk/bioinformatics/event/3070967","ELIXIR-UK"
"498","6816","Analysis of bulk RNA-seq data","ELIXIR-UK","02.09.2019","04.09.2019","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution, Industry","NA","NA","45","4","https://www.training.cam.ac.uk/bioinformatics/event/3070967","ELIXIR-UK"
"499","6788","de.NBI Summer School 2019 - (Bio)Data Science ","ELIXIR-DE","02.09.2019","06.09.2019","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","IPK Gatersleben","Germany","","Academia/ Research Institution","NA","Plant Sciences, Proteomics, Metabolomics","17","10","https://www.denbi.de/training-archive-sorted-according-by-date/528-de-nbi-summer-school-2019-bio-data-science","ELIXIR-DE"
"500","6804","ELIXIR-EXCELERATE Train-the-trainer Course","ELIXIR-NL","29.08.2019","30.08.2019","2.00 Days","Training - face to face","EXCELERATE, ELIXIR Node, ELIXIR Hub","DTL/ELIXIR-NL","Netherlands","WP11 - TtT","Academia/ Research Institution","NA","NA","14","2","https://www.eventbrite.co.uk/e/elixir-excelerate-train-the-trainer-event-tickets-65392056401","ELIXIR-NL"
"501","6873","Metabarcoding and Metagenomics","ELIXIR-UK","28.08.2019","30.08.2019","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Edinburgh/Edinburgh Genomics","United Kingdom","","Academia/ Research Institution, Industry, Healthcare","NA","NA","5","3","http://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"502","6805","Getting started on the high-throughput data processing platform","ELIXIR-NL","28.08.2019","28.08.2019","1.00 Days","Training - face to face","EXCELERATE","SURFsara","Netherlands","WP11 - TtR, WP11 - TtD","Academia/ Research Institution","Compute","NA","4","3","https://sara-nl.github.io/2019-08-28-htdp-elixir/","ELIXIR-NL"
"503","6782","Advanced Statistics: Statistical Modeling","ELIXIR-CH","19.08.2019","22.08.2019","4.00 Days","Training - face to face","ELIXIR Node","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","25","3","https://www.sib.swiss/training/course/2019-08-advanced-stats","ELIXIR-CH"
"504","6774","ELIXIR / CODATA-RDA Research Data Science Advanced Workshop on Bioinformatics","ELIXIR-GR, ELIXIR-NL","19.08.2019","23.08.2019","5.00 Days","Training - face to face","ELIXIR Platform","CERTH, H3ABioNet, CODATA-RDA, DTL","Italy","","Academia/ Research Institution","NA","NA","19","3","https://codata-rda-advanced-bioinformatics-2019.readthedocs.io/en/latest/_downloads/1d93f6f74b5b3075ae2759026ffc122e/AdvancedBioinformaticsCourseMLProgramme.pdf","ELIXIR-GR"
"505","6787","Analyzing metabolic networks with CellNetAnalyzer - MPA ","ELIXIR-DE","12.08.2019","12.08.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","MPI Magdeburg","Latvia","","Academia/ Research Institution","NA","NA","20","3","https://www.denbi.de/training-archive-sorted-according-by-date/630-analyzing-metabolic-networks-with-cellnetanalyzer-mpa","ELIXIR-DE"
"506","6872","Introduction to RNA-seq Data Analysis","ELIXIR-UK","05.08.2019","09.08.2019","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Edinburgh/Edinburgh Genomics","United Kingdom","","Academia/ Research Institution, Industry, Healthcare","NA","NA","25","3","http://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"507","6785","CSAMA 2019 - Statistical Data Analysis for Genome-Scale Biology ","ELIXIR-DE","21.07.2019","26.07.2019","6.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","de.NBI","Italy","","Academia/ Research Institution","NA","NA","72","14","https://www.denbi.de/training-archive-sorted-according-by-date/483-statistical-data-analysis-for-genome-scale-biology","ELIXIR-DE"
"508","6786","Tools for reproducible research - ISMB/ECCB 2019 ","ELIXIR-DE","21.07.2019","21.07.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Freiburg University","Switzerland","","Academia/ Research Institution","NA","Galaxy","30","3","https://www.denbi.de/training-archive-sorted-according-by-date/652-tools-for-reproducible-research","ELIXIR-DE"
"509","6654","4 Simple recommendations for Open Source Software","ELIXIR-GR, ELIXIR-IT, ELIXIR-NL","17.07.2019","19.07.2019","3.00 Days","Training - face to face","ELIXIR Node, ELIXIR Hub","Center for Research and Technology Hellas, Athena Research Center","Greece","","Academia/ Research Institution","NA","NA","11","3","https://fpsom.github.io/2019-07-15-ttt-ELIXIR-Athens/","ELIXIR-GR"
"510","6784","An Introduction to ChIP-seq Data Analysis ","ELIXIR-DE","16.07.2019","16.07.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","UKE Hamburg","Germany","","Academia/ Research Institution","NA","NA","4","2","https://www.denbi.de/training-archive-sorted-according-by-date/594-an-introduction-to-chip-seq-data-analysis","ELIXIR-DE"
"511","6871","Network Analysis of High Dimensional Biological Data","ELIXIR-UK","15.07.2019","15.07.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Edinburgh/Edinburgh Genomics","United Kingdom","","Academia/ Research Institution, Industry, Healthcare","NA","NA","20","1","http://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"512","6653","Carpentry Instructor Training","ELIXIR-GR, ELIXIR-IT, ELIXIR-NL","15.07.2019","17.07.2019","3.00 Days","Training - face to face","ELIXIR Node, ELIXIR Hub","Center for Research and Technology Hellas, Athena Research Center","Greece","","Academia/ Research Institution","NA","NA","13","3","https://fpsom.github.io/2019-07-15-ttt-ELIXIR-Athens/","ELIXIR-GR"
"513","6754","Statistical Analysis using R","ELIXIR-UK","12.07.2019","12.07.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","35","1","https://training.csx.cam.ac.uk/bioinformatics/event/2897618","ELIXIR-UK"
"514","6870","Introduction to Python for Biologists","ELIXIR-UK","08.07.2019","12.07.2019","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Edinburgh/Edinburgh Genomics","United Kingdom","","Academia/ Research Institution, Industry, Healthcare","NA","NA","8","1","http://genomics.ed.ac.uk/services/training","ELIXIR-UK"
"515","6678","Image Processing for Electron Microscopy and hybrid modelling","ELIXIR-ES","08.07.2019","11.07.2019","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","National Center for Biotechnology (CNB)","Spain","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","20","4","http://i2pc.es/instruct-course-on-image-processing-for-electron-microscopy-and-hybrid-modelling-madrid-july-8-11-2019/","ELIXIR-ES"
"516","6753","Variant Discovery with GATK","ELIXIR-UK","08.07.2019","11.07.2019","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","38","4","https://training.csx.cam.ac.uk/bioinformatics/event/2858057","ELIXIR-UK"
"517","6648","Software Carpentry Workshop","ELIXIR-IT","03.07.2019","05.07.2019","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","CNR","Italy","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","25","4","https://elixir-iib-training.github.io/website/2019/07/05/SWC-Napoli.html","ELIXIR-IT"
"518","6672","ELIXIR-SIB Data Carpentry with R","ELIXIR-CH","01.07.2019","02.07.2019","2.00 Days","Training - face to face","EXCELERATE, ELIXIR Node","SIB","Switzerland","WP11 - TtR, WP11","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","23","4","https://www.sib.swiss/training/course/2019-07-elixir-sib-dc","ELIXIR-CH"
"519","6963","Genome Assembly and Annotation Course 5","ELIXIR-FR, ELIXIR-IT, ELIXIR-SE, ELIXIR-SI","01.07.2019","05.07.2019","5.00 Days","Training - face to face","EXCELERATE","University of Milano-Bicocca","Italy","WP11 - eLearning, WP10","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","23","6","https://elixir.mf.uni-lj.si/course/view.php?id=45","ELIXIR-SI"
"520","6752","Summer School - Bioinformatics for Biologists: An introduction to Data Exploration, Statistics and Reproducibility","ELIXIR-UK","01.07.2019","05.07.2019","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","48","10","https://training.csx.cam.ac.uk/bioinformatics/event/2853417","ELIXIR-UK"
"521","6735","An introduction to metabolomics and its application in life-sciences","ELIXIR-UK","27.06.2019","28.06.2019","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","36","3","https://training.csx.cam.ac.uk/bioinformatics/event/2871453","ELIXIR-UK"
"522","6706","Image Processing & Analysis with ilastik","ELIXIR-DE","27.06.2019","27.06.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","EMBl Heidelberg","Germany","","Academia/ Research Institution","NA","NA","19","1","https://www.denbi.de/training-archive-sorted-according-by-date/633-image-processing-analysis-with-ilastik","ELIXIR-DE"
"523","6749","Research data management and stewardship","ELIXIR-LU","25.06.2019","26.06.2019","2.00 Days","Training - face to face","ELIXIR Implementation Study","Elixir-Luxembourg","Luxembourg","","Academia/ Research Institution","NA","NA","20","5","https://elixir-luxembourg.org/research-data-management-and-stewardship","ELIXIR-LU"
"524","6734","Image Analysis for Biologists","ELIXIR-UK","24.06.2019","26.06.2019","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","42","3","https://training.csx.cam.ac.uk/bioinformatics/event/2871473","ELIXIR-UK"
"525","6712","Statistics in Omics","ELIXIR-NL","24.06.2019","28.06.2019","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","BioSB","Netherlands","","Academia/ Research Institution","NA","NA","30","5","https://www.biosb.nl/archive-courses/course-statistics-in-omics/","ELIXIR-NL"
"526","6705","dais Learnathon 2019","ELIXIR-DE","23.06.2019","29.06.2019","7.00 Days","Hackathon","Non-ELIXIR/ Non-EXCELERATE funds","CSBD Dresden","Germany","","Academia/ Research Institution","NA","NA","12","10","https://www.denbi.de/training-archive-sorted-according-by-date/599-dais-learnathon-2019","ELIXIR-DE"
"527","6704","Metabolomics Data Clinic June 2019","ELIXIR-DE","21.06.2019","21.06.2019","1.00 Days","Training - elearning","Non-ELIXIR/ Non-EXCELERATE funds","IPB Halle","Online","","Academia/ Research Institution","NA","Metabolomics","0","3","https://www.denbi.de/training-archive-sorted-according-by-date/631-metabolomics-data-clinic-june-2019","ELIXIR-DE"
"528","6733","Protein Structure Analysis","ELIXIR-UK","20.06.2019","21.06.2019","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","16","5","https://training.csx.cam.ac.uk/bioinformatics/event/2884552","ELIXIR-UK"
"529","6731","Biological data analysis using InterMine (User Interface)","ELIXIR-UK","19.06.2019","19.06.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","8","1","https://training.csx.cam.ac.uk/bioinformatics/event/2874533","ELIXIR-UK"
"530","6732","Biological data analysis using the InterMine API","ELIXIR-UK","19.06.2019","19.06.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","11","2","https://training.csx.cam.ac.uk/bioinformatics/event/2876900","ELIXIR-UK"
"531","6671","Introduction to high-performance computing (sciCORE cluster)","ELIXIR-CH","19.06.2019","19.06.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB","Switzerland","WP11","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","23","1","https://www.sib.swiss/training/course/sciCORE-LinuxHPC-Jun2019","ELIXIR-CH"
"532","6730","An Introduction to MATLAB for biologists","ELIXIR-UK","17.06.2019","18.06.2019","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","26","3","https://training.csx.cam.ac.uk/bioinformatics/event/2848057","ELIXIR-UK"
"533","6703","Applied Metaproteomics Workshop 2019","ELIXIR-DE","17.06.2019","21.07.2019","35.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Magdeburg","Germany","","Academia/ Research Institution","NA","Proteomics","9","4","https://www.denbi.de/training-archive-sorted-according-by-date/576-applied-metaproteomics-workshop-2019","ELIXIR-DE"
"534","6912","ELIXIR AAI Training for Relying Services","ELIXIR-CZ, ELIXIR-FI","17.06.2019","17.06.2019","1.00 Days","Knowledge exchange workshop","EXCELERATE","Masaryk University","Portugal","WP4","Academia/ Research Institution","Compute","NA","22","2","https://docs.google.com/document/d/1LGL1Ax_iRcw5A15kgr_epZobsDExDmCqu6keGBY22Dg/edit#heading=h.3m9apuef8akr","ELIXIR-UK"
"535","6729","Data Science in Python","ELIXIR-UK","13.06.2019","14.06.2019","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","35","3","https://training.csx.cam.ac.uk/bioinformatics/event/2823193","ELIXIR-UK"
"536","6702","The Linux Command Line: From Basic Commands to Shell Scripting ","ELIXIR-DE","13.06.2019","13.06.2019","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","UKE Hamburg","Germany","","Academia/ Research Institution","NA","NA","9","3","https://www.denbi.de/training-archive-sorted-according-by-date/593-the-linux-command-line-from-basic-commands-to-shell-scripting","ELIXIR-DE"
"537","6670","NGS - Quality control, Alignment, Visualisation","ELIXIR-CH","12.06.2019","14.06.2019","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB","Switzerland","WP11","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","22","1","https://www.sib.swiss/training/course/2019-06-NGS6","ELIXIR-CH"
